Strain	Accession Number	Originating Lab.	Submitting Lab.
A/Belgium/G0559/2018	EPI1269385	sciensano_(scientific_institute_of_public_health)	scientific_institute_of_public_health_(wiv_isp)
A/England/61000098/2016	EPI878826	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/BurkinaFaso/48/2017	EPI1088455	irss	centers_for_disease_control_and_prevention
A/Beijing-Huairou/SWL1258/2010	EPI258215	?	who_chinese_national_influenza_center
A/Luxembourg/20130553/2013	EPI457413	laboratoire_national_de_santé	laboratoire_national_de_sant?
A/Santiago/18962/2016	EPI792115	instituto_de_salud_publica_de_chile_	centers_for_disease_control_and_prevention
A/Olt/226020/2018	EPI1328934	cantacuzino_institute	crick_worldwide_influenza_centre
A/Ghana/FS-10-4259/2010	EPI287019	university_of_ghana	national_institute_for_medical_research
A/Mexico/251/2019	EPI1480114	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Bangladesh/4320/2012	EPI397460	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_and_preve
A/Mexico/56/2011	EPI353410	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Yokohama/1/2009	EPI183020	?	other_database_import
A/Singapore/TT0689/2017	EPI1023249	ministry_of_health,_singapore	ministry_of_health,_singapore
A/Yunnan-Guandu/SWL1832/2018	EPI1339128	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/England/18/2019	EPI1369723	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england
A/Ankara/1294/2017	EPI1140888	refik_saydam_national_public_health_agency	ministry_of_health_turkey
A/SouthDakota/40/2018	EPI1239137	south_dakota_public_health_lab	centers_for_disease_control_and_prevention
A/Honduras/3381/2018	EPI1350977	laboratorio_nacional_de_virologia	centers_for_disease_control_and_prevention
A/Bratislava/342/2016	EPI773455	national_public_health_institute_of_slovakia	crick_worldwide_influenza_centre
A/Singapore/GP33/2010	EPI384845	?	other_database_import
A/Monmouth/6719/2018	EPI1365318	public_health_wales_microbiology_cardiff	public_health_wales_microbiology_cardiff
A/Curico/49094/2019	EPI1588591	instituto_de_salud_publica_de_chile	centers_for_disease_control_and_prevention
A/Nebraska/25/2019	EPI1686397	nebraska_public_health_lab	centers_for_disease_control_and_prevention
A/Okinawa/15T008/2016	EPI1091038	niigata_university	niigata_university
A/Stockholm/37/2009	EPI184902	?	swedish_institute_for_infectious_disease_control
A/Saitama/84/2010	EPI278674	saitama_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Singapore/DMS29/2009	EPI634764	?	other_database_import
A/Georgia/505/2012	EPI387438	national_centre_for_disease_control_and_public_health	national_institute_for_medical_research
A/Concepcion/53621/2019	EPI1567600	instituto_de_salud_publica_de_chile	instituto_de_salud_publica_de_chile
A/Hawaii/82/2019	EPI1652548	state_of_hawaii_department_of_health	centers_for_disease_control_and_prevention
A/Singapore/DMS121/2010	EPI634695	?	other_database_import
A/SouthCarolina/11224/2020	EPI1709633	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Oman/2426/2019	EPI1479874	central_public_health_laboratory,_ministry_of_health	centers_for_disease_control_and_prevention
A/Uruguay/46/2016	EPI828659	departamento_de_laboratorio_de_salud_publica	centers_for_disease_control_and_prevention
A/Singapore/SGH0380/2016	EPI874161	ministry_of_health,_singapore	ministry_of_health,_singapore
A/Louisiana/9/2015	EPI716706	louisiana_department_of_health_and_hospitals	centers_for_disease_control_and_prevention
A/Nepal/19FL3869/2019	EPI1721767	national_public_health_laboratory	national_institute_of_infectious_diseases_(niid)
A/Guatemala/120/2019	EPI1497754	laboratorio_nacional_de_salud_guatemala	centers_for_disease_control_and_prevention
A/Santiago/50599/2019	EPI1505294	instituto_de_salud_publica_de_chile	instituto_de_salud_publica_de_chile
A/Tanzania/3866/2015	EPI732981	national_influenza_lab	centers_for_disease_control_and_prevention
A/Centre/640/2016	EPI745573	?	institut_pasteur
A/Wellington/10/2018	EPI1281630	institute_of_environmental_science_and_research	who_collaborating_centre_for_reference_and_research_on_influenza
A/HongKong/5008/2013	EPI486627	government_virus_unit	centers_for_disease_control_and_prevention
A/Aichi/210/2011	EPI334877	aichi_prefectural_institute_of_public_health	aichi_prefectural_institute_of_public_health
A/Denmark/125/2010	EPI306136	?	other_database_import
A/NewCaledonia/2011/2009-egg	EPI1444931	institut_pasteur_new_caledonia	who_collaborating_centre_for_reference_and_research_on_influenza
A/Pennsylvania/930/2019	EPI1562985	children's_hospital_of_pittsburgh_upmc	centers_for_disease_control_and_prevention
A/Latvia/1-074070/2016	EPI749091	state_agency,_infectology_center_of_latvia	crick_worldwide_influenza_centre
A/Arizona/37/2015	EPI700566	arizona_department_of_health_services	centers_for_disease_control_and_prevention
A/Cardiff/6185/2018	EPI1319850	public_health_wales_microbiology	public_health_wales_microbiology
A/Bangladesh/246/2018	EPI1333021	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	centers_for_disease_control_an
A/Singapore/GP4406/2010	EPI385798	?	other_database_import
A/Latvia/1-003839/2014	EPI574468	state_agency,_infectology_center_of_latvia	national_institute_for_medical_research
A/Tasmania/56/2014	EPI551442	royal_hobart_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
A/Algeria/G0283/16/2015	EPI717630	institut_pasteur_d'algerie	crick_worldwide_influenza_centre
A/Stockholm/20/2016	EPI730682	?	swedish_institute_for_infectious_disease_control
A/Washington/129/2018	EPI1470212	marshfield_clinic_research_foundation	centers_for_disease_control_and_prevention
A/Paraguay/86HCl/2009	EPI461353	?	other_database_import
A/Tomsk/10/2016	EPI830038	ivanovsky_research_institute_of_virology_rams	centers_for_disease_control_and_prevention
A/Madagascar/883/2018	EPI1282114	institut_pasteur_de_madagascar	centers_for_disease_control_and_prevention
A/Slovenia/2106/2009	EPI210446	laboratory_for_virology,_national_institute_of_public_health	national_institute_for_medical_research
A/Hawaii/27/2009	EPI232902	state_of_hawaii_department_of_health	centers_for_disease_control_and_prevention
A/HongKong/2246/2017	EPI1019954	government_virus_unit	crick_worldwide_influenza_centre
A/Mauritius/2401/2018	EPI1271992	central_health_laboratory	crick_worldwide_influenza_centre
A/DistrictOfColumbia/31/2018	EPI1338107	dc_public_health_lab	centers_for_disease_control_and_prevention
A/Nepal/3399/2015	EPI693441	national_public_health_laboratory	centers_for_disease_control_and_prevention
A/TimorLeste/17/2019	EPI1594263	laboratório_nacional_da_saúde	who_collaborating_centre_for_reference_and_research_on_influenza
A/CostaRica/851/2018	EPI1357401	laboratorio_nacional_de_influenza	centers_for_disease_control_and_prevention
A/Ethiopia/1397/2015	EPI756433	ethiopian_public_health_institute,_national_influenza_laboratory	centers_for_disease_control_and_prevention
A/Hiroshima-C/4/2016	EPI772644	hiroshima_city_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/SouthCarolina/4/2019	EPI1382577	south_carolina_department_of_health	centers_for_disease_control_and_prevention
A/Victoria/514/2010	EPI279066	monash_medical_centre	who_collaborating_centre_for_reference_and_research_on_influenza
A/Indiana/21/2016	EPI756764	indiana_state_department_of_health_laboratories	centers_for_disease_control_and_prevention
A/NewYork/3049/2009	EPI212587	?	other_database_import
A/Tanzania/4757/2017	EPI1175669	national_influenza_lab	centers_for_disease_control_and_prevention
A/DistrictofColumbia/WRAIR0313/2011	EPI333478	?	other_database_import
A/Texas/10545/2019	EPI1699570	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Vologda/3/2010-egg	EPI278529	russian_academy_of_medical_sciences	national_institute_for_medical_research
A/Managua/295801/2009	EPI282353	?	other_database_import
A/Montana/10/2020	EPI1714412	montana_laboratory_services_bureau	centers_for_disease_control_and_prevention
A/Jeddah/3666/2010	EPI408188	?	other_database_import
A/Bahrain/1006/2015	EPI732812	ministry_of_health_bahrain	centers_for_disease_control_and_prevention
A/Washington/627/2019	EPI1562275	marshfield_clinic_research_foundation	centers_for_disease_control_and_prevention
A/Brisbane/59/2018	EPI1255764	queensland_health_scientific_services	who_collaborating_centre_for_reference_and_research_on_influenza
A/Texas/10895/2019	EPI1707125	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/EspiritoSanto/338/2016	EPI1031828	lacen/es___laboratório_central_de_saúde_pública_do_espírito_santo	instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory
A/Australia/43/2009	EPI245001	?	other_database_import
A/Ankara/14017-001/2019	EPI1704286	turkish_society_of_internal_medicine	gen_era_diagnostics_corporation
A/Valladolid/53/2010	EPI301438	universidad_de_valladolid	national_institute_for_medical_research
A/Panama/310521/2012	EPI394748	instituto_conmemorativo_gorgas_de_estudios_de_la_salud	centers_for_disease_control_and_prevention
A/Cameroon/9543/2017	EPI1193158	centre_pasteur_du_cameroun	crick_worldwide_influenza_centre
A/Brasilandia/587721-IAL/2019	EPI1597670	instituto_adolfo_lutz	centers_for_disease_control_and_prevention
A/EmpoliCG/1/2017	EPI1158179	aou_meyer	istituto_superiore_di_sanit?_(iss)
A/Guangdong-Zhongshan/SWL11197/2018-egg	EPI1351367	who_chinese_national_influenza_center	who_chinese_national_influenza_center
A/Vietnam/Lisn154/2017	EPI1147230	pasteur_institute,_influenza_laboratory	centers_for_disease_control_and_prevention
A/Mauritius/529/2017	EPI1114334	central_health_laboratory	crick_worldwide_influenza_centre
A/Switzerland/5541/2019	EPI1355549	swiss_national_reference_centre_for_influenza	swiss_national_reference_centre_for_influenza
A/Japan/9877/2019	EPI1654178	u.s._air_force_school_of_aerospace_medicine_	u.s._air_force_school_of_aerospace_medicine
A/Vietnam/13032051/2009	EPI405525	?	other_database_import
A/StPetersburg/RII599S/2015	EPI696597	who_national_influenza_centre_russian_federation	who_national_influenza_centre_russian_federation
A/Florida/72/2018	EPI1262321	florida_department_of_health_tampa	centers_for_disease_control_and_prevention
A/Bahamas/2357/2016	EPI830022	caribbean_epidemiology_center	centers_for_disease_control_and_prevention
A/Athens/INS350/2009	EPI283116	?	other_database_import
A/Israel/L-1227/2011	EPI319478	central_virology_laboratory_israel_(nic)	national_institute_for_medical_research
A/Lao/3660/2016	EPI912025	national_center_for_laboratory_and_epidemiology	centers_for_disease_control_and_prevention
A/Quebec/RV1586/2009	EPI190939	?	other_database_import
A/NewHampshire/21/2019	EPI1434138	new_hampshire_public_health_laboratories	centers_for_disease_control_and_prevention
A/Malaysia/RP4011/2017	EPI1282981	institut_penyelidikan_perubatan	who_collaborating_centre_for_reference_and_research_on_influenza
A/Latvia/3-050084/2014	EPI532772	state_agency,_infectology_center_of_latvia	national_institute_for_medical_research
A/Saskatchewan/RV4070/2018	EPI1367593	national_microbiology_laboratory,_health_canada	centers_for_disease_control_and_prevention
A/Bolivia/718/2014	EPI541538	cenetrop	centers_for_disease_control_and_prevention
A/Mexico/24036/2009	EPI464112	?	other_database_import
A/Wisconsin/23/2013	EPI492784	wisconsin_state_laboratory_of_hygiene	centers_for_disease_control_and_prevention
A/Louisiana/10/2015	EPI716714	louisiana_department_of_health_and_hospitals	centers_for_disease_control_and_prevention
A/Lao/50/2017	EPI1025167	national_center_for_laboratory_and_epidemiology	centers_for_disease_control_and_prevention
A/Gunma/262/2009	EPI382105	?	other_database_import
A/Manitoba/RV2033-10/2009	EPI303357	?	other_database_import
A/Mexico/4627/2009	EPI194297	laboratorio_de_virus_respiratorio	centers_for_disease_control_and_prevention
A/Iceland/7/2011	EPI346662	landspitali___university_hospital_	national_institute_for_medical_research
A/Extremadura/749/2014	EPI511824	servicio_de_microbiología_hospital_san_pedro_de_alcántara	instituto_de_salud_carlos_iii
A/Florida/84/2018	EPI1320089	florida_department_of_health_jacksonville	centers_for_disease_control_and_prevention
A/CoteDIvoire/1864/2017	EPI1186237	pasteur_institut_of_côte_d'ivoire	centers_for_disease_control_and_prevention
A/Lao/3905/2016	EPI1025120	national_center_for_laboratory_and_epidemiology	centers_for_disease_control_and_prevention
A/Netherlands/117/2020	EPI1691551	erasmus_medical_center	erasmus_medical_center
A/Oregon/8/2013	EPI498203	oregon_public_health_laboratory	centers_for_disease_control_and_prevention
A/Lao/F4025/2016	EPI1027134	national_center_for_laboratory_and_epidemiology	national_institute_of_infectious_diseases_(niid)
A/Lorraine/2132/2016	EPI760492	institut_pasteur	institut_pasteur
A/Yamagata/210/2016	EPI881883	yamagata_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/HongKong/1120/2018	EPI1271958	government_virus_unit	crick_worldwide_influenza_centre
A/Sweden/95/2019	EPI1441207	?	public_health_agency_of_sweden
A/CzechRepublic/88/2016	EPI778192	?	other_database_import
A/BosniaHerzegovina/59/2019	EPI1674939	university_of_sarajevo	crick_worldwide_influenza_centre
A/Chile/70/2010	EPI335427	?	other_database_import
A/Guangxi-Xixiangtang/SWL118/2010	EPI258179	?	who_chinese_national_influenza_center
A/Uganda/MUWRP-212/2010	EPI530164	?	other_database_import
A/Ontario/314603/2009	EPI252452	?	other_database_import
A/Taiwan/99334/2009	EPI382454	?	other_database_import
A/Peru/234/2012	EPI394871	namru_6	centers_for_disease_control_and_prevention
A/Quebec/RV2496/2019	EPI1689030	national_microbiology_laboratory,_health_canada	centers_for_disease_control_and_prevention
A/Kanagawa/54/2013	EPI450885	kanagawa_prefectural_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Ibra/7177/2019	EPI1646879	central_public_health_laboratory,_ministry_of_health	crick_worldwide_influenza_centre
A/Kenya/102/2016	EPI912129	cdc_kenya	centers_for_disease_control_and_prevention
A/California/41/2019	EPI1382824	california_department_of_health_services	centers_for_disease_control_and_prevention
A/Singapore/GP1102/2009	EPI378621	?	other_database_import
A/Colombia/7888/2018	EPI1245798	instituto_nacional_de_salud_de_columbia	centers_for_disease_control_and_prevention
A/Minnesota/38/2019	EPI1480458	minnesota_department_of_health	centers_for_disease_control_and_prevention
A/Jamaica/509/2018	EPI1408278	university_of_the_west_indies	centers_for_disease_control_and_prevention
A/Lund/4/2020	EPI1709521	labmedicin,_klinisk_mikrobiologi_lund	public_health_agency_of_sweden
A/Singapore/KK2734/2019	EPI1646415	ministry_of_health,_singapore	ministry_of_health,_singapore
A/Sapporo/107/2013	EPI497626	sapporo_city_institute_of_public_health	national_institute_of_infectious_diseases_(niid)
A/Indonesia/NIHRDI-DPS0818/2012	EPI416321	national_institute_of_health_research_and_development	national_institute_of_health_research_and_development
A/Taiwan/90174/2011	EPI382541	?	other_database_import
A/Helsinki/447M/2014	EPI547181	?	other_database_import
A/Canberra/1/2010	EPI269917	canberra_hospital	who_collaborating_centre_for_reference_and_research_on_influenza
